smiles,toxic,non_toxic_strict,n_labeled_endpoints,scaffold
CC(C)(C)c1ccc(OC(=O)c2ccccc2O)cc1,1,0,10,O=C(Oc1ccccc1)c1ccccc1
Nc1ccc(C(=O)Oc2ccccc2)c(O)c1,1,0,8,O=C(Oc1ccccc1)c1ccccc1
O=C(Oc1ccccc1)c1ccccc1O,1,0,12,O=C(Oc1ccccc1)c1ccccc1
CN(C)C(=O)COC(=O)Cc1ccc(OC(=O)c2ccc(NC(=N)N)cc2)cc1,0,1,12,O=C(Oc1ccccc1)c1ccccc1
O=C(Oc1ccccc1)c1ccccc1,0,1,12,O=C(Oc1ccccc1)c1ccccc1
O=C(Oc1ccccc1)c1ccc(O)cc1,1,0,10,O=C(Oc1ccccc1)c1ccccc1
O=S(=O)(c1ccccc1)c1ccc(Cl)cc1,0,0,9,O=S(=O)(c1ccccc1)c1ccccc1
O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,1,0,9,O=S(=O)(c1ccccc1)c1ccccc1
O=S(=O)(c1ccc(O)cc1)c1ccc(O)cc1,1,0,11,O=S(=O)(c1ccccc1)c1ccccc1
Nc1cccc(S(=O)(=O)c2cccc(N)c2)c1,0,1,11,O=S(=O)(c1ccccc1)c1ccccc1
Nc1ccccc1S(=O)(=O)c1ccccc1,0,1,11,O=S(=O)(c1ccccc1)c1ccccc1
O=S(=O)(c1ccccc1)c1ccccc1,0,1,11,O=S(=O)(c1ccccc1)c1ccccc1
O=S(=O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,1,0,10,O=S(=O)(c1ccccc1)c1ccccc1
C=CCc1cc(S(=O)(=O)c2ccc(O)c(CC=C)c2)ccc1O,1,0,8,O=S(=O)(c1ccccc1)c1ccccc1
O=S([O-])CNc1ccc(S(=O)(=O)c2ccc(NCS(=O)[O-])cc2)cc1,0,1,10,O=S(=O)(c1ccccc1)c1ccccc1
Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1,0,1,12,O=S(=O)(c1ccccc1)c1ccccc1
O=C1C(N(CO)C(=O)NCO)N(CO)C(=O)N1CO,0,1,12,O=C1CNC(=O)N1
CC1(C)C(=O)N(Cl)C(=O)N1Br,0,1,11,O=C1CNC(=O)N1
CC1(C)C(=O)N(Br)C(=O)N1Cl,1,0,11,O=C1CNC(=O)N1
CC1(C)NC(=O)NC1=O,0,1,12,O=C1CNC(=O)N1
CC1(C)C(=O)N(Br)C(=O)N1Br,0,1,10,O=C1CNC(=O)N1
CC1(C)C(=O)N(Cl)C(=O)N1Cl,1,0,12,O=C1CNC(=O)N1
NC(=O)NC1NC(=O)NC1=O,1,0,12,O=C1CNC(=O)N1
CC1(C)C(=O)NC(=O)N1CO,0,1,11,O=C1CNC(=O)N1
CCC1(C)NC(=O)NC1=O,0,1,12,O=C1CNC(=O)N1
CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0,0,6,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,0,0,5,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1
CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,1,0,7,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1
CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,1,0,5,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1
CN1CCN(CCCN2c3ccccc3Sc3ccccc32)CC1,0,0,7,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1
CC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,1,0,5,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1
CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2.O=C(O)CC(O)C(=O)O.O=C(O)CC(O)C(=O)O,0,0,8,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,0,0,8,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1
CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,0,1,11,c1ccc2c(c1)Sc1ccccc1N2CCCN1CCNCC1
C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@@H]21,0,0,1,O=C1C=C2CC[C@@H]3[C@H](CCC4CCC[C@H]43)[C@H]2CC1
C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,1,0,7,O=C1C=C2CC[C@@H]3[C@H](CCC4CCC[C@H]43)[C@H]2CC1
CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,1,0,11,O=C1C=C2CC[C@@H]3[C@H](CCC4CCC[C@H]43)[C@H]2CC1
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@H]43)[C@@H]1CC[C@@H]2O,1,0,12,O=C1C=C2CC[C@@H]3[C@H](CCC4CCC[C@H]43)[C@H]2CC1
C#C[C@]1(OC(=O)CCCCCC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,1,0,8,O=C1C=C2CC[C@@H]3[C@H](CCC4CCC[C@H]43)[C@H]2CC1
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,1,0,12,O=C1C=C2CC[C@@H]3[C@H](CCC4CCC[C@H]43)[C@H]2CC1
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,1,0,11,O=C1C=C2CC[C@@H]3[C@H](CCC4CCC[C@H]43)[C@H]2CC1
CC[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]2(C)[C@H]1O,1,0,11,O=C1C=C2CC[C@@H]3[C@H](CCC4CCC[C@H]43)[C@H]2CC1
C#CC1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,1,0,10,O=C1C=C2CC[C@@H]3[C@H](CCC4CCC[C@H]43)[C@H]2CC1
CC(C)=CC1C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,0,1,10,O=C(OCc1cccc(Oc2ccccc2)c1)C1CC1
CC1(C)[C@H](C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Br)Br,1,0,9,O=C(OCc1cccc(Oc2ccccc2)c1)C1CC1
CC1(C)[C@H](C(=O)O[C@H](C#N)c2cccc(Oc3ccccc3)c2)[C@@H]1/C=C(\Cl)C(F)(F)F,1,0,10,O=C(OCc1cccc(Oc2ccccc2)c1)C1CC1
CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)O[C@@H](C#N)c1cccc(Oc2ccccc2)c1,0,0,8,O=C(OCc1cccc(Oc2ccccc2)c1)C1CC1
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCc1cccc(Oc2ccccc2)c1,0,1,12,O=C(OCc1cccc(Oc2ccccc2)c1)C1CC1
CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1(C)C,1,0,9,O=C(OCc1cccc(Oc2ccccc2)c1)C1CC1
CC1(C)[C@H](/C=C(\Cl)C(F)(F)F)[C@@H]1C(=O)O[C@H](C#N)c1cccc(Oc2ccccc2)c1,1,0,9,O=C(OCc1cccc(Oc2ccccc2)c1)C1CC1
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1cccc(Oc2ccccc2)c1,0,1,12,O=C(OCc1cccc(Oc2ccccc2)c1)C1CC1
CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,0,1,12,O=C(OCc1cccc(Oc2ccccc2)c1)C1CC1
CCCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0,1,10,C1CC[NH2+]CC1
CCCC[N+]1(C)CCCCC1,0,1,12,C1CC[NH2+]CC1
CCCCCCCCCCCCCCCCCCOP(=O)([O-])OC1CC[N+](C)(C)CC1,0,1,10,C1CC[NH2+]CC1
CCC[N+]1(C)CCCCC1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,0,1,11,C1CC[NH2+]CC1
CCCC[N+]1(C)CCCCC1.O=S(=O)([O-])C(F)(F)F,1,0,12,C1CC[NH2+]CC1
CCC[N+]1(C)CCCCC1.F[B-](F)(F)F,0,1,10,C1CC[NH2+]CC1
CCC[N+]1(C)CCCCC1,0,1,12,C1CC[NH2+]CC1
CCCC[N+]1(C)CCCCC1.F[B-](F)(F)F,0,1,12,C1CC[NH2+]CC1
C[N+]1(C)CCCCC1,0,1,12,C1CC[NH2+]CC1
Nc1ccc(/N=N/c2ccccc2)cc1,1,0,9,c1ccc(/N=N/c2ccccc2)cc1
Cc1cccc(/N=N/c2ccc(N(C)C)cc2)c1,1,0,11,c1ccc(/N=N/c2ccccc2)cc1
O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,0,1,11,c1ccc(/N=N/c2ccccc2)cc1
CN(C)c1ccc(/N=N/c2ccccc2C(=O)O)cc1,1,0,9,c1ccc(/N=N/c2ccccc2)cc1
O=C(O)c1cc(/N=N/c2ccc([N+](=O)[O-])cc2)ccc1O,1,0,6,c1ccc(/N=N/c2ccccc2)cc1
CC(=O)OCCN(CCOC(C)=O)c1ccc(/N=N/c2ccc([N+](=O)[O-])cc2C#N)cc1,1,0,10,c1ccc(/N=N/c2ccccc2)cc1
Oc1ccc(/N=N/c2ccccc2)cc1,1,0,9,c1ccc(/N=N/c2ccccc2)cc1
Nc1ccc(/N=N/c2ccc(N)cc2)cc1,1,0,8,c1ccc(/N=N/c2ccccc2)cc1
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,1,0,11,O=c1cc(-c2ccccc2)oc2ccccc12
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,1,0,9,O=c1cc(-c2ccccc2)oc2ccccc12
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,1,0,10,O=c1cc(-c2ccccc2)oc2ccccc12
O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,0,0,9,O=c1cc(-c2ccccc2)oc2ccccc12
O=c1cc(-c2ccccc2)oc2ccccc12,1,0,9,O=c1cc(-c2ccccc2)oc2ccccc12
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,1,0,12,O=c1cc(-c2ccccc2)oc2ccccc12
COc1ccc2c(=O)c(C)c(-c3ccccc3)oc2c1CN(C)C,1,0,10,O=c1cc(-c2ccccc2)oc2ccccc12
CCOC(=O)COc1ccc2c(=O)cc(-c3ccccc3)oc2c1,0,0,9,O=c1cc(-c2ccccc2)oc2ccccc12
Cc1cc(S(=O)(=O)[O-])ccc1/N=N/c1c(O)ccc2ccccc12,1,0,9,c1ccc(/N=N/c2cccc3ccccc23)cc1
Oc1ccc2ccccc2c1/N=N/c1ccccc1,1,0,12,c1ccc(/N=N/c2cccc3ccccc23)cc1
Cc1cc(C)c(/N=N/c2c(O)c(S(=O)(=O)[O-])cc3cc(S(=O)(=O)[O-])ccc23)cc1C,0,1,12,c1ccc(/N=N/c2cccc3ccccc23)cc1
COc1cc(S(=O)(=O)[O-])c(C)cc1/N=N/c1c(O)ccc2cc(S(=O)(=O)[O-])ccc12,0,0,9,c1ccc(/N=N/c2cccc3ccccc23)cc1
Cc1ccc(/N=N/c2c(O)c(C(=O)[O-])cc3ccccc23)c(S(=O)(=O)[O-])c1,1,0,10,c1ccc(/N=N/c2cccc3ccccc23)cc1
O=S(=O)([O-])c1ccc(/N=N/c2c(O)ccc3cc(S(=O)(=O)[O-])ccc23)cc1,0,1,11,c1ccc(/N=N/c2cccc3ccccc23)cc1
O=S(=O)([O-])c1cc(S(=O)(=O)[O-])c2c(/N=N/c3ccccc3)c(O)ccc2c1,0,1,11,c1ccc(/N=N/c2cccc3ccccc23)cc1
Nc1ccc2cc(S(=O)(=O)[O-])cc(O)c2c1/N=N/c1ccccc1C(F)(F)F,0,1,11,c1ccc(/N=N/c2cccc3ccccc23)cc1
CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O,1,0,9,C1CCCC1
CC1CCCC1,1,0,9,C1CCCC1
CCC1CCC(CCC(=O)O)C1,1,0,8,C1CCCC1
CCCCCCCC(=O)CC[C@@H]1[C@@H](C/C=C\CCCC(=O)OC(C)C)[C@@H](O)C[C@H]1O,1,0,7,C1CCCC1
OC1CCCC1,0,1,12,C1CCCC1
CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O.COC(N)(CO)CO,0,0,6,C1CCCC1
SC1CCCC1,0,1,11,C1CCCC1
C1CCCC1,0,0,9,C1CCCC1
COc1ccc(C(Cl)=C(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,1,0,12,C(=C(c1ccccc1)c1ccccc1)c1ccccc1
CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,1,0,7,C(=C(c1ccccc1)c1ccccc1)c1ccccc1
C(=C(c1ccccc1)c1ccccc1)c1ccccc1,1,0,11,C(=C(c1ccccc1)c1ccccc1)c1ccccc1
CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,1,0,2,C(=C(c1ccccc1)c1ccccc1)c1ccccc1
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,1,0,7,C(=C(c1ccccc1)c1ccccc1)c1ccccc1
CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,1,0,5,C(=C(c1ccccc1)c1ccccc1)c1ccccc1
CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,1,0,7,C(=C(c1ccccc1)c1ccccc1)c1ccccc1
CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,1,0,7,C(=C(c1ccccc1)c1ccccc1)c1ccccc1
O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1,0,1,10,O=C1CN=C(c2ccccc2)c2ccccc2N1
CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,1,0,10,O=C1CN=C(c2ccccc2)c2ccccc2N1
O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1,0,1,12,O=C1CN=C(c2ccccc2)c2ccccc2N1
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,0,1,10,O=C1CN=C(c2ccccc2)c2ccccc2N1
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,0,1,10,O=C1CN=C(c2ccccc2)c2ccccc2N1
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,1,0,12,O=C1CN=C(c2ccccc2)c2ccccc2N1
CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,1,0,8,O=C1CN=C(c2ccccc2)c2ccccc2N1
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,0,1,11,O=C1CN=C(c2ccccc2)c2ccccc2N1
CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,1,0,11,O=S1(=O)NCNc2ccccc21
CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,0,1,10,O=S1(=O)NCNc2ccccc21
NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,0,1,11,O=S1(=O)NCNc2ccccc21
NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,0,1,12,O=S1(=O)NCNc2ccccc21
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NCNS2(=O)=O,0,1,12,O=S1(=O)NCNc2ccccc21
CCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,0,1,12,O=S1(=O)NCNc2ccccc21
CCCCCC1Nc2cc(C(F)(F)F)c(S(N)(=O)=O)cc2S(=O)(=O)N1,0,1,12,O=S1(=O)NCNc2ccccc21
C=CCSCC1Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,1,0,12,O=S1(=O)NCNc2ccccc21
C=C(C)C1CC=C(C)C(=O)C1,0,1,12,O=C1C=CCCC1
CC1=CC(=O)CC(C)(C)C1,0,1,12,O=C1C=CCCC1
CCCC(=NOCC)C1=C(O)CC(CC(C)SCC)CC1=O,0,1,12,O=C1C=CCCC1
CC1=CC(=O)CC(C)(C)C1(O)/C=C/C(C)=C\C(=O)O,0,1,12,O=C1C=CCCC1
C=C(C)[C@@H]1CC=C(C)C(=O)C1,0,1,12,O=C1C=CCCC1
O=C1C=CCCC1,0,1,12,O=C1C=CCCC1
C=C(C)[C@H]1CC=C(C)C(=O)C1,0,1,12,O=C1C=CCCC1
CC1=CC(=O)CCC1,0,1,12,O=C1C=CCCC1
C=CCC1([C@H](C)CCC)C(=O)NC(=O)NC1=O,0,1,12,O=C1CC(=O)NC(=O)N1
C=CCC1([C@@H](C)CCC)C(=O)NC(=O)NC1=O,0,1,10,O=C1CC(=O)NC(=O)N1
CCC1(CC)C(=O)NC(=O)NC1=O,0,1,12,O=C1CC(=O)NC(=O)N1
CCC1(CC)C(=O)NC(=O)N(C)C1=O,0,0,9,O=C1CC(=O)NC(=O)N1
O=C1CC(=O)NC(=O)N1,0,1,11,O=C1CC(=O)NC(=O)N1
C=CCC1(C(C)CC)C(=O)NC(=O)NC1=O,0,0,2,O=C1CC(=O)NC(=O)N1
CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,0,1,12,O=C1CC(=O)NC(=O)N1
CC1(C)C(=O)NC(=O)NC1=O,0,1,12,O=C1CC(=O)NC(=O)N1
Cc1ccc2c(ccc3ccccc32)c1,0,0,8,c1ccc2c(c1)ccc1ccccc12
Brc1cc2ccccc2c2ccccc12,0,1,10,c1ccc2c(c1)ccc1ccccc12
c1ccc2c(c1)ccc1ccccc12,0,1,12,c1ccc2c(c1)ccc1ccccc12
CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,0,1,11,c1ccc2c(c1)ccc1ccccc12
Oc1cc2ccccc2c2ccccc12,1,0,4,c1ccc2c(c1)ccc1ccccc12
CC(=O)c1ccc2ccc3ccccc3c2c1,1,0,10,c1ccc2c(c1)ccc1ccccc12
N#Cc1cc2ccccc2c2ccccc12,1,0,9,c1ccc2c(c1)ccc1ccccc12
COCC(C)N(C(=O)CCl)c1c(C)csc1C,1,0,10,c1ccsc1
Clc1sc(Cl)c(Cl)c1Cl,0,1,12,c1ccsc1
COC(=O)c1sccc1S(N)(=O)=O,0,1,12,c1ccsc1
CCCNC(C)C(=O)Nc1c(C)csc1C(=O)OC,0,1,12,c1ccsc1
c1ccsc1,0,0,8,c1ccsc1
Cc1ccc(C=O)s1,0,0,9,c1ccsc1
Cc1sccc1Br,0,0,2,c1ccsc1
C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,0,1,11,C1CC[C@H]2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2C1
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1,0,10,C1CC[C@H]2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2C1
C[C@H](CCC(=O)[O-])[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,0,0,9,C1CC[C@H]2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2C1
C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1,0,9,C1CC[C@H]2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2C1
CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,0,1,10,C1CC[C@H]2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2C1
CC(O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,1,0,10,C1CC[C@H]2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2C1
C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,1,0,11,C1CC[C@H]2CC[C@H]3[C@@H]4CCCC4CC[C@@H]3C2C1
CC1=C(O)C(=O)OC1C,0,1,11,O=C1C=CCO1
CCCCCCCCCCCCCCCC(=O)OC[C@H](O)[C@H]1OC(=O)C(O)=C1O,0,1,10,O=C1C=CCO1
O=C1O[C@H]([C@H](O)CO)C(O)=C1O,0,1,11,O=C1C=CCO1
O=C1O[C@H]([C@H](O)CO)C([O-])=C1O,0,1,11,O=C1C=CCO1
O=C1O[C@H]([C@@H](O)CO)C([O-])=C1O,0,1,12,O=C1C=CCO1
O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,1,0,12,O=C1C=CCO1
O=C1OC(O)C(C(Cl)Cl)=C1Cl,1,0,8,O=C1C=CCO1
CNC(=O)C[C@@H](N)C(=O)N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O)c1ccc(O)cc1,0,1,10,O=C(Cc1ccccc1)N[C@@H]1C(=O)N2CCS[C@H]12
CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,0,1,11,O=C(Cc1ccccc1)N[C@@H]1C(=O)N2CCS[C@H]12
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,0,1,10,O=C(Cc1ccccc1)N[C@@H]1C(=O)N2CCS[C@H]12
CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O,0,1,12,O=C(Cc1ccccc1)N[C@@H]1C(=O)N2CCS[C@H]12
CC1(C)S[C@@H]2[C@H](NC(=O)[C@@H](c3ccccc3)S(=O)(=O)[O-])C(=O)N2[C@H]1C(=O)[O-],0,1,12,O=C(Cc1ccccc1)N[C@@H]1C(=O)N2CCS[C@H]12
CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,0,1,12,O=C(Cc1ccccc1)N[C@@H]1C(=O)N2CCS[C@H]12
CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)[O-])c3ccccc3)C(=O)N2[C@H]1C(=O)[O-],0,0,2,O=C(Cc1ccccc1)N[C@@H]1C(=O)N2CCS[C@H]12
Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,0,1,12,O=c1cc[nH]n1-c1ccccc1
Cc1c(N(C)CS(=O)(=O)[O-])c(=O)n(-c2ccccc2)n1C,1,0,12,O=c1cc[nH]n1-c1ccccc1
Cc1cc(=O)n(-c2ccccc2)n1C,0,1,12,O=c1cc[nH]n1-c1ccccc1
Cc1c(I)c(=O)n(-c2ccccc2)n1C,0,1,12,O=c1cc[nH]n1-c1ccccc1
Cc1c(N)c(=O)n(-c2ccccc2)n1C,0,1,12,O=c1cc[nH]n1-c1ccccc1
Cc1c(NC(C)C)c(=O)n(-c2ccccc2)n1C,0,1,12,O=c1cc[nH]n1-c1ccccc1
Cc1c(N(C)C)c(=O)n(-c2ccccc2)n1C,0,1,12,O=c1cc[nH]n1-c1ccccc1
Clc1ccccc1N1CCNCC1,1,0,2,c1ccc(N2CCNCC2)cc1
c1ccc(N2CCNCC2)cc1,0,0,2,c1ccc(N2CCNCC2)cc1
COc1ccccc1N1CCNCC1,0,1,12,c1ccc(N2CCNCC2)cc1
OCC(O)CN1CCN(c2ccccc2)CC1,0,1,12,c1ccc(N2CCNCC2)cc1
Clc1cccc(N2CCNCC2)c1,0,1,12,c1ccc(N2CCNCC2)cc1
ClCCCN1CCN(c2cccc(Cl)c2)CC1,1,0,2,c1ccc(N2CCNCC2)cc1
CC(=O)N1CCN(c2ccc(O)cc2)CC1,1,0,2,c1ccc(N2CCNCC2)cc1
CC1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1,0,1,12,O=C1CC=NN1c1ccccc1
O=C(O)C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1,0,1,12,O=C1CC=NN1c1ccccc1
CC1=NN(c2ccccc2)C(=O)C1,1,0,12,O=C1CC=NN1c1ccccc1
O=C([O-])C1=NN(c2ccc(S(=O)(=O)O)cc2)C(=O)C1,0,1,12,O=C1CC=NN1c1ccccc1
CC1=NN(c2cccc(S(=O)(=O)O)c2)C(=O)C1,0,1,11,O=C1CC=NN1c1ccccc1
CC1=NN(c2ccc(C(=O)O)cc2)C(=O)C1,1,0,10,O=C1CC=NN1c1ccccc1
CCOC(=O)C1=NN(c2ccccc2)C(=O)C1,1,0,10,O=C1CC=NN1c1ccccc1
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)OCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,1,0,9,C=C1CCCC/C1=C/C=C1\CCCC2CCC[C@@H]12
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,1,0,7,C=C1CCCC/C1=C/C=C1\CCCC2CCC[C@@H]12
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,1,0,5,C=C1CCCC/C1=C/C=C1\CCCC2CCC[C@@H]12
C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,0,0,7,C=C1CCCC/C1=C/C=C1\CCCC2CCC[C@@H]12
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CC[C@@H](O)C(C)(C)O)CC[C@@H]12,1,0,7,C=C1CCCC/C1=C/C=C1\CCCC2CCC[C@@H]12
C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,1,0,9,C=C1CCCC/C1=C/C=C1\CCCC2CCC[C@@H]12
